name,category,brend,source_url,size,protection,test,test_mod,per,per_mod,speed,speed_mod,frik,frik_mod,meh,meh_mod,lvl,price_ser,price_gold,capacity,capacity_mod,system_id,photo
Overlord 3RS 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,9:1",,-,,"8,2",,"12,02",,28,7500,"54,45",,,spin_5424,/uploads/reels/spin_5424.png
JSX Inferno 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"6,2:1",,-,,"8,2",,"11,04",,30,6723,50,,,spin_5355,/uploads/reels/spin_5355.png
Overlord 3GS 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,7:1",,-,,"7,7",,"10,02",,25,6500,,,,spin_5422,/uploads/reels/spin_5422.png
JSX 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"6,2:1",,-,,"7,7",,9,,30,6144,46,,,spin_5353,/uploads/reels/spin_5353.png
Major III 1000S,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,1000,true,1,,"6,6:1",,"0,6",,"7,5","7,7","9,65",,20,5796,44,,,spin_6113,/uploads/reels/spin_6113.png
Overlord 3BS 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,9:1",,-,,"7,3",,"9,55",,24,5600,,,,spin_5420,/uploads/reels/spin_5420.png
Bestia 1000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,2:1",,-,,"7,2",,"10,01",,28,5487,42,,,spin_5132,/uploads/reels/spin_5132.png
P-Series 2 GS 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,2:1",,-,,"6,5",,"7,19",,28,,,,,spin_5405,/uploads/reels/spin_5405.png
Overlord 3E 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,9:1",,-,,"6,4",,"8,49",,22,4500,,,,spin_5418,/uploads/reels/spin_5418.png
Olaf SP 10,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"6,4:1",,"0,55",,"6,7",,"16,98",,19,4499,"35,44",,,spin_5695,/uploads/reels/spin_5695.png
Admiral 1000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,2:1",,-,,"6,3",,9,,28,,,,,spin_5218,/uploads/reels/spin_5218.png
Z-Series 2 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,2:1",,-,,6,,"7,88",,26,3597,29,,,spin_5348,/uploads/reels/spin_5348.png
Overlord 3B 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,7:1",,-,,"5,5",,"8,49",,20,3000,,,,spin_5416,/uploads/reels/spin_5416.png
Overlord 3 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,3:1",,-,,5,,"8,51",,19,2500,,,,spin_5414,/uploads/reels/spin_5414.png
Natora 1000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,2:1",,-,,5,,"5,8",,22,"1948,5",20,,,spin_5122,/uploads/reels/spin_5122.png
Velara 1000,Безинерционные,Beluga,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,8:1",,"0,52",,"4,8",,"7,74",,18,1750,"15,18",,,spin_6024,/uploads/reels/spin_6024.png
Corsair 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"6,2:1",,-,,"4,8",,"7,32",,22,"1498,5",18,,,spin_5350,/uploads/reels/spin_5350.png
Horizon III 1000S,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,9:1","6,6:1","0,52","0,58","4,6",,"8,27",,15,1100,"9,84",,,spin_6084,/uploads/reels/spin_6084.png
Fisher MT10,Безинерционные,Tama,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,1:1",,"0,5",,"5,2",,"7,89",,0,1999,,,,spin_5765,/uploads/reels/spin_5765.png
Bird 2 GSX 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,2:1",,-,,4,,"5,91",,17,"852,8",12,,,spin_5223,/uploads/reels/spin_5223.png
Alfa 1000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,8:1",,-,,"3,6","4,2","5,77",,18,"650,8",9,,,spin_5191,/uploads/reels/spin_5191.png
Bird 2 GS 10S,Безинерционные,Zeiman,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,2:1",,-,,"3,4",,"5,52",,15,"559,8",8,,,spin_5226,/uploads/reels/spin_5226.png
EasySpin 1000s,Безинерционные,Trident,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,2:1",,-,,"3,2",,"5,12",,12,399,6,,,spin_5051,/uploads/reels/spin_5051.png
Pegasus 10s,Безинерционные,Syberia,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,0:1",,-,,"2,3",,"4,97",,14,"258,8",4,,,spin_5039,/uploads/reels/spin_5039.png
Element PRO 1000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,4:1",,-,,2,,"4,92",,8,"151,8",3,,,spin_5181,/uploads/reels/spin_5181.png
Element 1000,Безинерционные,Sputnik,https://potryasovgame.ru/page110667406.html,1000,false,1,,"5,4:1",,-,,2,,"4,04",,6,129,2,,,spin_5177,/uploads/reels/spin_5177.png
Lagoon 1000S,Безинерционные,EF,https://potryasovgame.ru/page110667406.html,1000,false,1,,"6,1:1",,-,,"1,8",,"3,8",,7,"89,95",2,,,spin_5023,/uploads/reels/spin_5023.png
Electro Raptor 40,Силовые,Reef,https://potryasovgame.ru/page113477996.html,40,true,"126,5",,"2,4:1",,"1,09",,"38,10",,395,,,119871,"321,14",400,,elcon_5969,/uploads/reels/elcon_5969.png
Electro Raptor 20,Силовые,Reef,https://potryasovgame.ru/page113477996.html,20,true,"40,5",,"3,2:1",,"1,04",,"31,70",,213,,,71989,"245,74",368,,elcon_5968,/uploads/reels/elcon_5968.png
Borealica 40DS,Силовые,Reef,https://potryasovgame.ru/page113477996.html,40,true,84,,"4,0:1↔1,6:1",,"0,68↔0,27",,"35,40",,405,,,86989,"271,42",205+,,conv_5972,/uploads/reels/conv_5972.png
Borealica 30DS,Силовые,Reef,https://potryasovgame.ru/page113477996.html,30,true,"49,5",,"4,0:1↔1,7:1",,"0,64↔0,28",,"34,00",,334,,,78999,"258,08",450,,conv_5313,/uploads/reels/conv_5313.png
Borealica 20DS,Силовые,Reef,https://potryasovgame.ru/page113477996.html,20,true,20,,"5,0:1↔1,7:1",,"0,77↔0,26",,"30,80",,183,,,68999,"240,26",205+,,conv_5312,/uploads/reels/conv_5312.png
Imperial C40 2S,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,40,true,"80,5",,"4,6:1↔1,6:1",,"0,73↔0,27",,"32,60",,347,,,74994,"251,11",205+,,conv_5174,/uploads/reels/conv_5174.png
Triumph 30 2S,Силовые,SAT,https://potryasovgame.ru/page113477996.html,30,true,"51,5",,"3,8:1↔1,7:1",,"0,79↔0,35",,"33,60",,371,,,69987,"242,08",400,,conv_5411,/uploads/reels/conv_5411.png
Triumph 30 2S 8-An.,Силовые,SAT,https://potryasovgame.ru/page113477996.html,30,true,"51,5",,"4,0:1↔1,8:1",,"0,83↔0,37",,"33,60",,371,,,,,205+,,conv_5718,/uploads/reels/conv_5718.png
Triumph 20 2S,Силовые,SAT,https://potryasovgame.ru/page113477996.html,20,true,"25,5",,"3,8:1↔1,7:1",,"0,56↔0,25",,"31,80",,201,,,62679,"228,19",205+,,conv_5410,/uploads/reels/conv_5410.png
Triumph 10 2S,Силовые,SAT,https://potryasovgame.ru/page113477996.html,10,true,15,,"4,7:1↔2,1:1",,"0,64↔0,29",,"30,80",,148,,,53589,"209,46",205+,,conv_5409,/uploads/reels/conv_5409.png
Venga C 40 2S,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,40,true,"70,4",,"4,8:1↔1,6:1",,"0,80↔0,26",,"30,80",,330,,,57680,"218,11",205+,,conv_5173,/uploads/reels/conv_5173.png
Venga C 40 2S 9-An.,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,40,true,75,,"5,3:1↔1,7:1",,"0,87↔0,28",,"32,60",,371,,,,"218,11",370,,conv_7008,/uploads/reels/conv_7008.png
Venga C 30 2S,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,30,true,"49,5",,"5,3:1↔1,6:1",,"0,79↔0,24",,"29,00",,243,,,49783,"201,4",205+,,conv_5172,/uploads/reels/conv_5172.png
Venga C 20 2S,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,20,true,30,,"6,0:1↔2,3:1",,"0,78↔0,30",,"29,00",,164,,,44486,"188,67",205+,,conv_5171,/uploads/reels/conv_5171.png
Albacore 40 DS,Силовые,Reef,https://potryasovgame.ru/page113477996.html,40,true,"53,5",,"5,2:1↔2,3:1",,"0,90↔0,40",,"30,80",,333,,,61982,"226,82",205+,,conv_5310,/uploads/reels/conv_5310.png
Albacore 20,Силовые,Reef,https://potryasovgame.ru/page113477996.html,20,true,"17,5",,"5,7:1",,"0,82",,"23,60",,165,,,44479,"188,66",205+,,conv_5309,/uploads/reels/conv_5309.png
Taiga 40 2S,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,40,true,77,,"4,3:1↔1,8:1",,"0,87↔0,36",,"24,50",,357,,,42987,"185,02",274,,conv_5170,/uploads/reels/conv_5170.png
Taiga 20 2S,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,20,true,"32,5",,"4,3:1↔1,8:1",,"0,58↔0,24",,"22,70",,158,,,38983,"174,92",205+,,conv_5169,/uploads/reels/conv_5169.png
California 40,Силовые,Trident,https://potryasovgame.ru/page113477996.html,40,true,120,,"2,4:1","4,5:1","0,41","0,77","26,30",,427,,,39951,"177,41",290,276,conv_5993,/uploads/reels/conv_5993.png
Tongar 2Gen 30 DS,Силовые,Reef,https://potryasovgame.ru/page113477996.html,30,true,47,,"5,4:1↔2,4:1",,"0,85↔0,38",,"21,80",,315,,,37985,"172,31",205+,,conv_6105,/uploads/reels/conv_6105.png
Tongar 2Gen 20 DS,Силовые,Reef,https://potryasovgame.ru/page113477996.html,20,true,27,,"5,7:1↔2,6:1",,"0,83↔0,38",,"19,00",,164,,,27982,"139,91","166,25",,conv_6104,/uploads/reels/conv_6104.png
Tongar 2Gen 20,Силовые,Reef,https://potryasovgame.ru/page113477996.html,20,true,27,,"6,4:1",,"0,94",,"19,00",,164,,,25984,"129,92","163,24",,conv_6103,/uploads/reels/conv_6103.png
Tera L-LD 40,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,40,true,70,,"4,3:1",,"0,67",,"21,80",,340,,,29988,"149,93","157,72",,conv_5168,/uploads/reels/conv_5168.png
Tera L-LD 30,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,30,true,"49,5",,"5,1:1",,"0,69",,"20,90",,245,,,23984,"122,38","142,77",,conv_5167,/uploads/reels/conv_5167.png
Tera L-LD 20,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,20,true,"29,5",,"6,1:1",,"0,72",,"19,00",,147,,,16983,"99,84","121,9",,conv_5166,/uploads/reels/conv_5166.png
Cardinal 30 2S,Силовые,SAT,https://potryasovgame.ru/page113477996.html,30,true,56,,"3,8:1↔1,7:1",,"0,79↔0,35",,"22,70",,371,,,33980,"161,51","152,5",,conv_5382,/uploads/reels/conv_5382.png
Cardinal 30,Силовые,SAT,https://potryasovgame.ru/page113477996.html,30,true,56,,"3,5:1",,"0,73",,"22,70",,371,,,31085,"153,32","167,89",,conv_5381,/uploads/reels/conv_5381.png
Cardinal 20 2S,Силовые,SAT,https://potryasovgame.ru/page113477996.html,20,true,27,,"3,8:1↔1,7:1",,"0,56↔0,25",,"21,80",,201,,,25290,"126,44","130,23",,conv_5380,/uploads/reels/conv_5380.png
Cardinal 20,Силовые,SAT,https://potryasovgame.ru/page113477996.html,20,true,27,,"3,5:1",,"0,52",,"21,80",,201,,,24588,"123,95","133,84",,conv_5379,/uploads/reels/conv_5379.png
Cardinal 10,Силовые,SAT,https://potryasovgame.ru/page113477996.html,10,true,"16,5",,"6,0:1",,"0,82",,"20,00",,148,,,16479,"97,89","104,39",,conv_5378,/uploads/reels/conv_5378.png
Palomar 30,Силовые,Reef,https://potryasovgame.ru/page113477996.html,30,true,38,,"6,2:1",,"0,87",,"19,00",,213,,,18485,"105,37","133,6",,conv_5304,/uploads/reels/conv_5304.png
Palomar 20,Силовые,Reef,https://potryasovgame.ru/page113477996.html,20,true,"18,5",,"6,2:1",,"0,78",,"18,10",,136,,,16785,"99,08","133,3",,conv_5303,/uploads/reels/conv_5303.png
Palomar 10,Силовые,Reef,https://potryasovgame.ru/page113477996.html,10,true,13,,"6,2:1",,"0,75",,"17,20",,86,,,13988,"87,56","122,37",,conv_5302,/uploads/reels/conv_5302.png
Tera C-LW 40,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,40,true,73,,"4,0:1",,"0,62",,"20,90",,323,,,24998,"124,99","147,61",,conv_5165,/uploads/reels/conv_5165.png
Tera C-LW 30LC,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,30,true,53,,"4,9:1",,"0,69",,"19,00",,224,,,17999,"103,62","131,78",,conv_5164,/uploads/reels/conv_5164.png
Tera C-LW 30,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,30,true,53,,"4,9:1",,"0,69",,"19,00",,224,,,17499,"101,78","132,06",,conv_5163,/uploads/reels/conv_5163.png
Tera C-LW 20,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,20,true,31,,"4,9:1",,"0,63",,"18,10",,135,,,12979,"83,02","104,76",,conv_5162,/uploads/reels/conv_5162.png
Billionaire CNV 30 MS,Силовые,Trident,https://potryasovgame.ru/page113477996.html,30,true,"52,5",,"4,2:1↔2,1:1",,"0,61↔0,30",,"21,70",,232,,,19979,"110,48","88,14",,conv_5392,/uploads/reels/conv_5392.png
Billionaire CNV 20,Силовые,Trident,https://potryasovgame.ru/page113477996.html,20,true,32,,"5,1:1",,"0,67",,"20,00",,126,,,14950,"91,69","79,54",,conv_5391,/uploads/reels/conv_5391.png
Billionaire CNV 10,Силовые,Trident,https://potryasovgame.ru/page113477996.html,10,true,24,,"5,1:1",,"0,58",,"18,00",,69,,,10880,"72,9","78,86",,conv_5390,/uploads/reels/conv_5390.png
Taiga C 40,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,40,true,77,,"2,9:1",,"0,54",,"17,20",,316,,,15590,"94,34","136,13",,conv_5161,/uploads/reels/conv_5161.png
Taiga C 30,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,30,true,54,,"3,3:1",,"0,50",,"15,40",,214,,,10494,"70,94","109,46",,conv_5160,/uploads/reels/conv_5160.png
Taiga C 30 2S 7-An.,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,30,true,54,,"4,2:1↔2,0:1",,"0,64↔0,30",,"15,40",,214,,,,,"109,5",,conv_6015,/uploads/reels/conv_6015.png
Taiga C 20,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,20,true,"32,5",,"4,0:1",,"0,56",,"15,40",,138,,,9693,"66,75","94,44",,conv_5159,/uploads/reels/conv_5159.png
Rigal 20 2S,Силовые,SAT,https://potryasovgame.ru/page113477996.html,20,true,17,,"6,4:1↔3,8:1",,"0,85↔0,51",,"16,30",,139,,,8799,"61,88","74,33",,conv_5377,/uploads/reels/conv_5377.png
Oriental 30,Силовые,Reef,https://potryasovgame.ru/page113477996.html,30,true,"40,5",,"5,2:1",,"0,67",,"15,90",,199,,,9388,"65,11","87,1",,conv_5301,/uploads/reels/conv_5301.png
Oriental Noble F30,Силовые,Reef,https://potryasovgame.ru/page113477996.html,30,true,"42,5",,"4,9:1",,"0,63",,"17,20",,225,,,,"65,11","100,81",,conv_5708,/uploads/reels/conv_5708.png
Oriental 20,Силовые,Reef,https://potryasovgame.ru/page113477996.html,20,true,19,,"5,2:1",,"0,61",,"14,50",,139,,,8189,"58,45","87,13",,conv_5300,/uploads/reels/conv_5300.png
Oriental Noble F20,Силовые,Reef,https://potryasovgame.ru/page113477996.html,20,true,20,,"7,1:1",,"0,82",,"15,90",,162,,,,"58,45","90,38",,conv_5706,/uploads/reels/conv_5706.png
SteelHead C-30,Силовые,Syberia,https://potryasovgame.ru/page113477996.html,30,true,"50,5",,"4,8:1",,"0,70",,"17,20",,213,,,8980,"62,88","54,12",,conv_5397,/uploads/reels/conv_5397.png
SteelHead C-20,Силовые,Syberia,https://potryasovgame.ru/page113477996.html,20,true,"30,5",,"4,8:1",,"0,61",,"16,00",,132,,,6280,"47,06","49,67",,conv_5396,/uploads/reels/conv_5396.png
SteelHead C-10,Силовые,Syberia,https://potryasovgame.ru/page113477996.html,10,true,19,,"4,8:1",,"0,55",,"14,50",,67,,,5390,"41,38","47,42",,conv_5395,/uploads/reels/conv_5395.png
Isinga C-LW 30,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,30,true,47,,"3,9:1",,"0,54",,"14,50",,190,,,5995,"45,26","63,86",,conv_5157,/uploads/reels/conv_5157.png
Isinga C-LW 20,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,20,true,28,,"5,1:1",,"0,63",,"12,70",,116,,,4193,"33,34",55,,conv_5155,/uploads/reels/conv_5155.png
Isinga C-LW 10,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,10,true,17,,"5,1:1",,"0,59",,"11,80",,69,,,3385,"27,62","48,11",,conv_5153,/uploads/reels/conv_5153.png
Argus 30,Силовые,Reef,https://potryasovgame.ru/page113477996.html,30,true,39,,"4,2:1",,"0,56",,"12,70",,165,,,5190,"40,07","64,97",,conv_5299,/uploads/reels/conv_5299.png
Argus 20,Силовые,Reef,https://potryasovgame.ru/page113477996.html,20,true,19,,"4,2:1",,"0,50",,"11,80",,100,,,4591,"36,06","64,49",,conv_5297,/uploads/reels/conv_5297.png
Argus 10,Силовые,Reef,https://potryasovgame.ru/page113477996.html,10,true,"13,5",,"4,2:1",,"0,46",,"10,90",,67,,,3791,"30,52","61,96",,conv_5296,/uploads/reels/conv_5296.png
Halibut 20 2S,Силовые,SAT,https://potryasovgame.ru/page113477996.html,20,true,"18,5",,"6,4:1↔3,8:1",,"0,85↔0,51",,"12,70",,139,,,3990,"31,92","40,71",,conv_5376,/uploads/reels/conv_5376.png
Halibut 20,Силовые,SAT,https://potryasovgame.ru/page113477996.html,20,true,"18,5",,"6,4:1",,"0,85",,"12,70",,139,,,3590,"29,09","41,59",,conv_5375,/uploads/reels/conv_5375.png
Altitude 20 DLC,Силовые,Zeiman,https://potryasovgame.ru/page113477996.html,20,true,30,,"4,7:1",,"0,62",,"12,70",,107,,,4388,"34,68","53,37",,conv_5229,/uploads/reels/conv_5229.png
Altitude 10 DLC,Силовые,Zeiman,https://potryasovgame.ru/page113477996.html,10,true,17,,"5,1:1",,"0,54",,"11,00",,66,,,3190,"26,19","46,12",,conv_5228,/uploads/reels/conv_5228.png
Hamra C-LW 30,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,30,true,48,,"2,8:1",,"0,38",,"12,70",,172,,,4199,"33,38",52,,conv_5148,/uploads/reels/conv_5148.png
Hamra C-LW 20,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,20,true,29,,"3,2:1",,"0,40",,"11,80",,107,,,3099,"25,53","45,93",,conv_5146,/uploads/reels/conv_5146.png
Hamra C-LW 10,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,10,true,"17,5",,"3,4:1",,"0,40",,"10,90",,71,,,2499,"21,03","38,75",,conv_5145,/uploads/reels/conv_5145.png
Seagull 30,Силовые,SAT,https://potryasovgame.ru/page113477996.html,30,true,45,,"6,2:1",,"0,81",,"11,80",,156,,,2690,"22,48","37,22",,conv_5371,/uploads/reels/conv_5371.png
Seagull 20,Силовые,SAT,https://potryasovgame.ru/page113477996.html,20,true,29,,"6,2:1",,"0,81",,"10,00",,123,,,1989,"17,08","36,54",,conv_5370,/uploads/reels/conv_5370.png
Narga C-LW 30,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,30,true,48,,"3,9:1",,"0,54",,"10,00",,154,,,1890,"16,3","33,22",,conv_5144,/uploads/reels/conv_5144.png
Narga C-LW 20,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,20,true,29,,"5,1:1",,"0,63",,"9,00",,104,,,1348,"11,91","29,6",,conv_5143,/uploads/reels/conv_5143.png
Narga C-LW 10,Силовые,Beluga,https://potryasovgame.ru/page113477996.html,10,true,"17,5",,"5,1:1",,"0,59",,"8,20",,69,,,1190,"10,59","27,65",,conv_5142,/uploads/reels/conv_5142.png
Simplex 400,Силовые,SAT,https://potryasovgame.ru/page113477996.html,40,true,"63,5",,"3,8:1",,"0,67",,"10,00",,297,,,1990,"17,9","33,75",,conv_5369,/uploads/reels/conv_5369.png
Simplex 300,Силовые,SAT,https://potryasovgame.ru/page113477996.html,30,true,46,,"3,8:1",,"0,57",,"9,00",,206,,,1389,"12,25","31,65",,conv_5367,/uploads/reels/conv_5367.png
Simplex 200,Силовые,SAT,https://potryasovgame.ru/page113477996.html,20,true,28,,"5,1:1",,"0,67",,"8,20",,108,,,1189,"10,59","28,77",,conv_5366,/uploads/reels/conv_5366.png
Zodiac С-20,Силовые,Syberia,https://potryasovgame.ru/page113477996.html,20,true,"31,5",,"5,1:1",,"0,67",,"9,00",,109,,,1290,"11,43","25,32",,conv_5394,/uploads/reels/conv_5394.png
Zodiac С-10,Силовые,Syberia,https://potryasovgame.ru/page113477996.html,10,true,19,,"5,1:1",,"0,60",,"8,00",,67,,,1099,"9,83","26,7",,conv_5393,/uploads/reels/conv_5393.png
Winner Trolling 30,Силовые,EF,https://potryasovgame.ru/page113477996.html,30,false,58,,"4,3:1",,"0,57",,"7,30",,139,,,779,"7,1","15,46",,conv_5210,/uploads/reels/conv_5210.png
Winner Trolling 20,Силовые,EF,https://potryasovgame.ru/page113477996.html,20,false,"36,5",,"5,1:1",,"0,62",,"6,40",,80,,,590,"5,44","12,52",,conv_5209,/uploads/reels/conv_5209.png
Winner Trolling 10,Силовые,EF,https://potryasovgame.ru/page113477996.html,10,false,"28,5",,"5,1:1",,"0,58",,"5,50",,60,,,350,"3,29","10,84",,conv_5208,/uploads/reels/conv_5208.png
Jet-Series ULX LP-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"1,6",,"7,1:1",,"0,74",,"9,5",,"34,92",,30,0,"106,43",,,bclp_5380,/uploads/reels/bclp_5380.png
JSX Inferno LP-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"1,7","1,6","8,0:1",,"0,82",,"9,5",,"31,38",,30,17879,"103,19",,,bclp_5358,/uploads/reels/bclp_5358.png
Jet-Series JSXHS-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"1,9","1,5","7,9:1",,"0,81","0,84",9,,"34,92",,28,10940,"72,9",,,bclp_5103,/uploads/reels/bclp_5103.png
Jet-Series JSX-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"1,9","1,5","7,1:1",,"0,72",,9,,"36,69",,28,10940,"72,9",,,bclp_5004,/uploads/reels/bclp_5004.png
Polestar ELT LP-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"2,6",,"7,1:1",,"0,71",,"8,6",,"40,51",,26,0,"49,72",,,bclp_5379,/uploads/reels/bclp_5379.png
Skipper LP-R HS,Низкопрофильные,Trident,https://potryasovgame.ru/page113478266.html,,false,"2,8","2,2","7,8:1","6,4:1","0,93",,9,,43,,26,9498,"65,7",,,bclp_5675,/uploads/reels/bclp_5675.png
Magma XHS-LP,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"2,5","1,7","8,1:1","8,3:1","0,86","0,88","8,9",,"32,09","35,08",26,8600,"60,77",,,bclp_5701,/uploads/reels/bclp_5701.png
Magma XHS-LP 9-Years,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"2,5","1,7","8,3:1","8,1:1","0,88","0,86",9,,"35,08","32,09",25,,"60,77",,,bclp_7007,/uploads/reels/bclp_7007.png
Jet-Bullet LP HS-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"2,7","2,2","10,1:1",,"1,01","1,11","8,2","8,9","36,07",,27,7543,"54,71",,,bclp_5357,/uploads/reels/bclp_5357.png
Olaf HS-LP,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"2,9","2,4","7,1:1","9,2:1","0,79",,"8,6","8,8","34,65",,25,6399,"47,8",,,bclp_5700,/uploads/reels/bclp_5700.png
Jet-Series JSGHS-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"2,8","2,2","7,1:1",,"0,71",,"8,6",,"31,91",,26,5887,"44,58",,,bclp_5091,/uploads/reels/bclp_5091.png
Jet-Series JSG-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"2,8","2,2","6,4:1",,"0,65",,"8,6",,"34,56",,26,5887,"44,58",,,bclp_5090,/uploads/reels/bclp_5090.png
Pillar 2 TPC-R-HS,Низкопрофильные,Trident,https://potryasovgame.ru/page113478266.html,,false,"2,7","1,8","7,8:1",,"0,91","0,99","8,2","8,6","35,68",,26,4849,"37,81",,,bclp_5331,/uploads/reels/bclp_5331.png
Pillar 2 TPC-R,Низкопрофильные,Trident,https://potryasovgame.ru/page113478266.html,,false,"2,7","1,8","7,1:1",,"0,85",,"8,2","8,6","38,9",,26,4849,"37,81",,,bclp_5330,/uploads/reels/bclp_5330.png
Zero GS ZG-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"4,5","3,9","7,1:1","5,8:1","0,67",,9,,"56,56",,24,4377,"34,61",,,bclp_5088,/uploads/reels/bclp_5088.png
Mayor 2 TMC-R,Низкопрофильные,Trident,https://potryasovgame.ru/page113478266.html,,false,"3,1","2,3","6,4:1","8,1:1","0,78",,"7,3",8,"27,41",,24,3810,"30,65",,,bclp_5406,/uploads/reels/bclp_5406.png
Jet-Series JS-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"3,4","2,2","6,4:1","8,0:1","0,63","0,9","7,3","8,1","38,72","44,84",26,3591,"29,1",,,bclp_5089,/uploads/reels/bclp_5089.png
Zero 2 Z-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"3,7","3,2","7,1:1",,"0,69",,"7,7","8,4","43,41",,20,3590,"29,09",,,bclp_5335,/uploads/reels/bclp_5335.png
Zero 2 ZHS-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"3,7","3,2","6,4:1",,"0,62",,"7,7","8,4","44,59",,20,3490,"28,37",,,bclp_5336,/uploads/reels/bclp_5336.png
Alfa Pro LP,Низкопрофильные,Sputnik,https://potryasovgame.ru/page113478266.html,,false,"3,8","2,1","6,6:1","8,1:1","0,66","0,87","7,8","8,3","33,49",,18,3296,"26,97",,,bclp_5670,/uploads/reels/bclp_5670.png
Pro Bird 2 MS-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,4,"3,7","7,1:1",,"0,68",,"7,7","8,4","34,54",,16,3109,"25,6",,,bclp_5334,/uploads/reels/bclp_5334.png
